Wavelength_nm,Amplitude_V
1544.928,0.52151436
1544.93,0.48930776
1544.932,0.24402067
1544.934,0.1581811
1544.936,0.22361721
1544.938,0.20649382
1544.94,0.46652782
1544.942,0.20778154
1544.944,0.20804927
1544.946,0.11613407
1544.948,0.39842984
1544.95,0.44448978
1544.952,0.42674524
1544.954,0.38429958
1544.956,0.5830375
1544.958,0.33636925
1544.96,0.5300683
1544.962,0.42300496
1544.964,0.14208098
1544.966,0.5050442
1544.968,0.39219427
1544.97,0.42676282
1544.972,0.19011372
1544.974,0.31874505
1544.976,0.54029125
1544.978,0.2077156
1544.98,0.10006245
1544.982,0.22875436
1544.984,0.34377122
1544.986,0.510639
1544.988,0.42164546
1544.99,0.55953175
1544.992,0.3277822
1544.994,0.29540762
1544.996,0.2157091
1544.998,0.20903124
1545.0,0.46805495
1545.002,0.14017956
1545.004,0.2213568
1545.006,0.54294765
1545.008,0.3884604
1545.01,0.1232938
1545.012,0.45212752
1545.014,0.3533412
1545.016,0.52726084
1545.018,0.44121695
1545.02,0.10222329
1545.022,0.20286955
1545.024,0.22898185
1545.026,0.45111614
1545.028,0.35465708
1545.03,0.47372374
1545.032,0.3564336
1545.034,0.26369232
1545.036,0.15183033
1545.038,0.20131105
1545.04,0.30039003
1545.042,0.37572715
1545.044,0.5693187
1545.046,0.21986009
1545.048,0.43304247
1545.05,0.17627296
1545.052,0.45687655
1545.054,0.10567044
1545.056,0.42795998
1545.058,0.18160883
1545.06,0.19016223
1545.062,0.3794538
1545.064,0.28770578
1545.066,0.3356526
1545.068,0.25444445
1545.07,0.5767335
1545.072,0.24532805
1545.074,0.3710237
1545.076,0.52717775
1545.078,0.4320904
1545.08,0.26138848
1545.082,0.37621835
1545.084,0.14149557
1545.086,0.3728432
1545.088,0.31569454
1545.09,0.47896686
1545.092,0.5239514
1545.094,0.19980825
1545.096,0.14076795
1545.098,0.2952785
1545.1,0.3670752
1545.102,0.28840098
1545.104,0.4142806
1545.106,0.35282564
1545.108,0.568313
1545.11,0.30469558
1545.112,0.1412471
1545.114,0.2509675
1545.116,0.40294692
1545.118,0.22801255
1545.12,0.23449422
1545.122,0.26978624
1545.124,0.4730709
1545.126,0.57006663
1545.128,0.27518833
1545.13,0.19774403
1545.132,0.31031847
1545.134,0.27591985
1545.136,0.5950125
1545.138,0.33193412
1545.14,0.43964168
1545.142,0.556894
1545.144,0.41453078
1545.146,0.22468923
1545.148,0.40370506
1545.15,0.30093816
1545.152,0.31117493
1545.154,0.5896623
1545.156,0.23929551
1545.158,0.33446756
1545.16,0.17993352
1545.162,0.1892721
1545.164,0.40174222
1545.166,0.47550786
1545.168,0.41822994
1545.17,0.264642
1545.172,0.12980908
1545.174,0.33513194
1545.176,0.35213482
1545.178,0.4853258
1545.18,0.42014477
1545.182,0.53562933
1545.184,0.49149144
1545.186,0.2829389
1545.188,0.41611072
1545.19,0.47364327
1545.192,0.5784402
1545.194,0.3111761
1545.196,0.424141
1545.198,0.2963319
1545.2,0.4689141
1545.202,0.5559966
1545.204,0.559613
1545.206,0.17854376
1545.208,0.2020483
1545.21,0.47746474
1545.212,0.41550493
1545.214,0.55255365
1545.216,0.25690028
1545.218,0.5240104
1545.22,0.44188792
1545.222,0.19772816
1545.224,0.16324718
1545.226,0.4513618
1545.228,0.17923075
1545.23,0.49716452
1545.232,0.37854752
1545.234,0.33843353
1545.236,0.23776452
1545.238,0.5919228
1545.24,0.46108356
1545.242,0.48903182
1545.244,0.48435545
1545.246,0.3920078
1545.248,0.56984943
1545.25,0.39191076
1545.252,0.36002278
1545.254,0.23685522
1545.256,0.24086796
1545.258,0.46844196
1545.26,0.26738372
1545.262,0.46435538
1545.264,0.5763534
1545.266,0.31965372
1545.268,0.14866282
1545.27,0.43327323
1545.272,0.10476152
1545.274,0.49350175
1545.276,0.36282656
1545.278,0.3448661
1545.28,0.38472107
1545.282,0.35820428
1545.284,0.26188862
1545.286,0.24075446
1545.288,0.30764872
1545.29,0.54745466
1545.292,0.16768523
1545.294,0.2623823
1545.296,0.19615021
1545.298,0.3135685
1545.3,0.16674921
1545.302,0.48039782
1545.304,0.1517337
1545.306,0.43263105
1545.308,0.23385516
1545.31,0.336095
1545.312,0.19999398
1545.314,0.46511185
1545.316,0.574138
1545.318,0.21087265
1545.32,0.5765766
1545.322,0.2626369
1545.324,0.3789236
1545.326,0.45079497
1545.328,0.19963431
1545.33,0.32238197
1545.332,0.13391374
1545.334,0.4485269
1545.336,0.30830806
1545.338,0.54582226
1545.34,0.23699595
1545.342,0.56180066
1545.344,0.17051992
1545.346,0.40348324
1545.348,0.2539041
1545.35,0.1908908
1545.352,0.14696859
1545.354,0.42782128
1545.356,0.21658397
1545.358,0.3864072
1545.36,0.58970934
1545.362,0.2579809
1545.364,0.11747214
1545.366,0.1714113
1545.368,0.15966101
1545.37,0.33164176
1545.372,0.4723253
1545.374,0.24822219
1545.376,0.17292139
1545.378,0.4203834
1545.38,0.25059012
1545.382,0.38758516
1545.384,0.5668933
1545.386,0.24567348
1545.388,0.35624582
1545.39,0.5034059
1545.392,0.44585904
1545.394,0.4757391
1545.396,0.48628467
1545.398,0.369958
1545.4,0.36803105
1545.402,0.4594448
1545.404,0.44882414
1545.406,0.43502882
1545.408,0.29106733
1545.41,0.5142713
1545.412,0.21810144
1545.414,0.17786598
1545.416,0.2725811
1545.418,0.22691561
1545.42,0.43159124
1545.422,0.21550892
1545.424,0.42824492
1545.426,0.3566114
1545.428,0.17622504
1545.43,0.22919813
1545.432,0.3608634
1545.434,0.46655264
1545.436,0.29912582
1545.438,0.21641631
1545.44,0.2475391
1545.442,0.1475586
1545.444,0.11257475
1545.446,0.58656466
1545.448,0.14820497
1545.45,0.16244367
1545.452,0.53548205
1545.454,0.43175262
1545.456,0.31803626
1545.458,0.4245117
1545.46,0.5674924
1545.462,0.14968866
1545.464,0.2218555
1545.466,0.5301502
1545.468,0.49031967
1545.47,0.59712833
1545.472,0.2569544
1545.474,0.5724432
1545.476,0.27184442
1545.478,0.4575466
1545.48,0.54137146
1545.482,0.18539105
1545.484,0.20281933
1545.486,0.39047933
1545.488,0.5219124
1545.49,0.13947476
1545.492,0.5254404
1545.494,0.27156025
1545.496,0.3031133
1545.498,0.26993054
1545.5,0.55573994
1545.502,0.16539717
1545.504,0.38713723
1545.506,0.17405404
1545.508,0.5642973
1545.51,0.49896565
1545.512,0.21690963
1545.514,0.24888913
1545.516,0.29075766
1545.518,0.30270883
1545.52,0.5086714
1545.522,0.38226667
1545.524,0.31397465
1545.526,0.45972234
1545.528,0.32893243
1545.53,0.16412
1545.532,0.1537446
1545.534,0.26297835
1545.536,0.4014351
1545.538,0.16742067
1545.54,0.37506709
1545.542,0.23480482
1545.544,0.4477067
1545.546,0.114131354
1545.548,0.33451173
1545.55,0.12613207
1545.552,0.2652539
1545.554,0.10778757
1545.556,0.33454937
1545.558,0.48350793
1545.56,0.15011002
1545.562,0.46761134
1545.564,0.39209762
1545.566,0.35230264
1545.568,0.39974162
1545.57,0.26794857
1545.572,0.45516977
1545.574,0.4898329
1545.576,0.48911193
1545.578,0.2347299
1545.58,0.4269535
1545.582,0.17404786
1545.584,0.3477098
1545.586,0.10131463
1545.588,0.19679338
1545.59,0.41586706
1545.592,0.5371808
1545.594,0.12451415
1545.596,0.3792764
1545.598,0.4183875
1545.6,0.5661955
1545.602,0.4275719
1545.604,0.15151635
1545.606,0.17337212
1545.608,0.41788206
1545.61,0.20780984
1545.612,0.5641527
1545.614,0.5603436
1545.616,0.57432795
1545.618,0.24647631
1545.62,0.45847496
1545.622,0.43150696
1545.624,0.11780189
1545.626,0.23278254
1545.628,0.20338337
1545.63,0.2854043
1545.632,0.5765269
1545.634,0.5228008
1545.636,0.2467123
1545.638,0.36501577
1545.64,0.19613306
1545.642,0.23871699
1545.644,0.13250162
1545.646,0.42130324
1545.648,0.4284604
1545.65,0.5192508
1545.652,0.5357759
1545.654,0.1800297
1545.656,0.47152048
1545.658,0.16735382
1545.66,0.28685752
1545.662,0.3577683
1545.664,0.12473496
1545.666,0.17838186
1545.668,0.23555805
1545.67,0.16377117
1545.672,0.56704813
1545.674,0.2441596
1545.676,0.35058582
1545.678,0.59826714
1545.68,0.38332134
1545.682,0.3057479
1545.684,0.5648962
1545.686,0.21124887
1545.688,0.18975037
1545.69,0.3676822
1545.692,0.31365088
1545.694,0.49849305
1545.696,0.12100502
1545.698,0.40886292
1545.7,0.45533958
1545.702,0.58595836
1545.704,0.1728816
1545.706,0.22312161
1545.708,0.5662216
1545.71,0.41531444
1545.712,0.119024515
1545.714,0.138672
1545.716,0.49272028
1545.718,0.38373724
1545.72,0.38270774
1545.722,0.53993285
1545.724,0.22054896
1545.726,0.1802155
1545.728,0.40690297
1545.73,0.54121155
1545.732,0.23262532
1545.734,0.44064718
1545.736,0.17618951
1545.738,0.18595435
1545.74,0.550755
1545.742,0.1589825
1545.744,0.11217277
1545.746,0.4874702
1545.748,0.28125477
1545.75,0.29832926
1545.752,0.49992877
1545.754,0.1899679
1545.756,0.42516348
1545.758,0.25676417
1545.76,0.15213422
1545.762,0.44374803
1545.764,0.25933206
1545.766,0.53330207
1545.768,0.5595178
1545.77,0.5245259
1545.772,0.26117587
1545.774,0.21829131
1545.776,0.5464003
1545.778,0.3264735
1545.78,0.45386985
1545.782,0.5135821
1545.784,0.23884332
1545.786,0.15954871
1545.788,0.41241378
1545.79,0.39509612
1545.792,0.23510003
1545.794,0.39235336
1545.796,0.49517864
1545.798,0.2750055
1545.8,0.22115886
1545.802,0.4625006
1545.804,0.49293602
1545.806,0.57714474
1545.808,0.17379291
1545.81,0.5446321
1545.812,0.4825494
1545.814,0.45094997
1545.816,0.25652683
1545.818,0.11109648
1545.82,0.35377523
1545.822,0.2428847
1545.824,0.24491051
1545.826,0.5635693
1545.828,0.17648445
1545.83,0.5671162
1545.832,0.35190335
1545.834,0.51913965
1545.836,0.24179378
1545.838,0.41696033
1545.84,0.3782942
1545.842,0.56208307
1545.844,0.18964921
1545.846,0.20228495
1545.848,0.5744822
1545.85,0.14898232
1545.852,0.41734123
1545.854,0.13028206
1545.856,0.1384954
1545.858,0.39857438
1545.86,0.375684
1545.862,0.3865131
1545.864,0.33682606
1545.866,0.47117966
1545.868,0.59609425
1545.87,0.23789062
1545.872,0.26171982
1545.874,0.26152477
1545.876,0.48163447
1545.878,0.27400774
1545.88,0.43836853
1545.882,0.32294378
1545.884,0.40390232
1545.886,0.5145077
1545.888,0.35702935
1545.89,0.3375866
1545.892,0.2334873
1545.894,0.3579523
1545.896,0.23120613
1545.898,0.5217851
1545.9,0.294432
1545.902,0.16455382
1545.904,0.21998376
1545.906,0.36729074
1545.908,0.55814373
1545.91,0.25028074
1545.912,0.2321931
1545.914,0.3032799
1545.916,0.58387727
1545.918,0.52260983
1545.92,0.17483397
1545.922,0.40687665
1545.924,0.4959321
1545.926,0.48400518
1545.928,0.34442276
1545.93,0.46591568
1545.932,0.3917933
1545.934,0.20072249
1545.936,0.12802681
1545.938,0.28474984
1545.94,0.1309695
1545.942,0.2975067
1545.944,0.5144395
1545.946,0.52214706
1545.948,0.11703696
1545.95,0.13476774
1545.952,0.43493354
1545.954,0.34999934
1545.956,0.17467919
1545.958,0.5027648
1545.96,0.20824808
1545.962,0.13907462
1545.964,0.47475356
1545.966,0.404063
1545.968,0.29722136
1545.97,0.4463631
1545.972,0.55569035
1545.974,0.11709122
1545.976,0.41383973
1545.978,0.20908365
1545.98,0.3370689
1545.982,0.31199056
1545.984,0.29498982
1545.986,0.19517805
1545.988,0.50132495
1545.99,0.2897603
1545.992,0.5435981
1545.994,0.27733412
1545.996,0.5198567
1545.998,0.37223315
1546.0,0.29281262
1546.002,0.45201612
1546.004,0.49332732
1546.006,0.3413454
1546.008,0.31271023
1546.01,0.3887095
1546.012,0.3925817
1546.014,0.3127396
1546.016,0.47883144
1546.018,0.29986072
1546.02,0.32649916
1546.022,0.40265912
1546.024,0.59342444
1546.026,0.23034306
1546.028,0.2159764
1546.03,0.18844363
1546.032,0.44472212
1546.034,0.32454732
1546.036,0.29430318
1546.038,0.20204519
1546.04,0.5455692
1546.042,0.32158652
1546.044,0.40384665
1546.046,0.15626478
1546.048,0.15398611
1546.05,0.13367727
1546.052,0.28367305
1546.054,0.3364433
1546.056,0.22228907
1546.058,0.27483875
1546.06,0.10313002
1546.062,0.27554423
1546.064,0.15958567
1546.066,0.16419224
1546.068,0.10225305
1546.07,0.44819027
1546.072,0.5656419
1546.074,0.41077277
1546.076,0.14810103
1546.078,0.59482473
1546.08,0.5877926
1546.082,0.33411726
1546.084,0.15393461
1546.086,0.46036965
1546.088,0.5807341
1546.09,0.4893498
1546.092,0.41210142
1546.094,0.40541595
1546.096,0.58895904
1546.098,0.13655967
1546.1,0.17477801
1546.102,0.5154057
1546.104,0.17255653
1546.106,0.29164824
1546.108,0.24074963
1546.11,0.22172236
1546.112,0.11286098
1546.114,0.38312563
1546.116,0.30061975
1546.118,0.3757951
1546.12,0.2522541
1546.122,0.57073045
1546.124,0.3956736
1546.126,0.58060354
1546.128,0.275003
1546.13,0.10114477
1546.132,0.49063277
1546.134,0.5136894
1546.136,0.1293517
1546.138,0.41268462
1546.14,0.43050894
1546.142,0.17286694
1546.144,0.37626228
1546.146,0.22159944
1546.148,0.10822585
1546.15,0.53345555
1546.152,0.34584758
1546.154,0.49084955
1546.156,0.46144652
1546.158,0.59685266
1546.16,0.3189767
1546.162,0.3137753
1546.164,0.24087778
1546.166,0.4125736
1546.168,0.34305626
1546.17,0.46438056
1546.172,0.27825585
1546.174,0.16542237
1546.176,0.53121775
1546.178,0.5140235
1546.18,0.2755001
1546.182,0.44517586
1546.184,0.34620145
1546.186,0.48048604
1546.188,0.29506618
1546.19,0.3678196
1546.192,0.12890805
1546.194,0.18745498
1546.196,0.4908828
1546.198,0.29078275
1546.2,0.11755271
1546.202,0.18381815
1546.204,0.305799
1546.206,0.45895654
1546.208,0.2817425
1546.21,0.4725929
1546.212,0.5290303
1546.214,0.2705683
1546.216,0.5001878
1546.218,0.16344033
1546.22,0.30764177
1546.222,0.1487812
1546.224,0.12626399
1546.226,0.13226369
1546.228,0.15237601
1546.23,0.517863
1546.232,0.37183857
1546.234,0.5736941
1546.236,0.36900014
1546.238,0.41435567
1546.24,0.19224198
1546.242,0.37029052
1546.244,0.29265127
1546.246,0.5657177
1546.248,0.56696063
1546.25,0.19924931
1546.252,0.41006544
1546.254,0.4190879
1546.256,0.38126755
1546.258,0.16216485
1546.26,0.42700765
1546.262,0.49954265
1546.264,0.27261302
1546.266,0.35727584
1546.268,0.15816398
1546.27,0.56534433
1546.272,0.15476893
1546.274,0.20418856
1546.276,0.24923924
1546.278,0.5128951
1546.28,0.45032796
1546.282,0.10350722
1546.284,0.19178078
1546.286,0.4750756
1546.288,0.30191725
1546.29,0.113106765
1546.292,0.5819584
1546.294,0.17561646
1546.296,0.3552333
1546.298,0.22415805
1546.3,0.46873465
1546.302,0.48836306
1546.304,0.2986102
1546.306,0.42922482
1546.308,0.5545368
1546.31,0.50740457
1546.312,0.30744886
1546.314,0.32073802
1546.316,0.54343915
1546.318,0.1171864
1546.32,0.11140579
1546.322,0.20289767
1546.324,0.5138108
1546.326,0.1766066
1546.328,0.24263965
1546.33,0.41453433
1546.332,0.1921214
1546.334,0.25155818
1546.336,0.33345637
1546.338,0.21405464
1546.34,0.59620684
1546.342,0.18172301
1546.344,0.52496856
1546.346,0.33504993
1546.348,0.16456184
1546.35,0.15924308
1546.352,0.35014802
1546.354,0.27676007
1546.356,0.21730115
1546.358,0.57946956
1546.36,0.33168986
1546.362,0.5644055
1546.364,0.18199986
1546.366,0.19173303
1546.368,0.39801386
1546.37,0.23493782
1546.372,0.19246893
1546.374,0.1473427
1546.376,0.13813533
1546.378,0.4765842
1546.38,0.24108158
1546.382,0.58920956
1546.384,0.19156057
1546.386,0.27722332
1546.388,0.2874543
1546.39,0.3500764
1546.392,0.53531796
1546.394,0.5173851
1546.396,0.10497817
1546.398,0.30462754
1546.4,0.51396835
1546.402,0.1000989
1546.404,0.3668198
1546.406,0.2297378
1546.408,0.30638427
1546.41,0.31015235
1546.412,0.29587722
1546.414,0.5459751
1546.416,0.3682318
1546.418,0.5518734
1546.42,0.46337122
1546.422,0.27556002
1546.424,0.34678185
1546.426,0.29492927
1546.428,0.5142871
1546.43,0.1937989
1546.432,0.56820613
1546.434,0.39021224
1546.436,0.405879
1546.438,0.3584007
1546.44,0.37724823
1546.442,0.4338377
1546.444,0.42751762
1546.446,0.20707354
1546.448,0.3912201
1546.45,0.27731323
1546.452,0.41851515
1546.454,0.37391728
1546.456,0.18983997
1546.458,0.46736696
1546.46,0.32850674
1546.462,0.37572077
1546.464,0.43632144
1546.466,0.4264359
1546.468,0.47446442
1546.47,0.20337586
1546.472,0.15519562
1546.474,0.43458977
1546.476,0.21799247
1546.478,0.15730244
1546.48,0.16561875
1546.482,0.25640005
1546.484,0.5958935
1546.486,0.17863016
1546.488,0.24926828
1546.49,0.56036705
1546.492,0.581654
1546.494,0.21442167
1546.496,0.54022634
1546.498,0.16945897
1546.5,0.4807682
1546.502,0.10650408
1546.504,0.30330983
1546.506,0.2236676
1546.508,0.45200402
1546.51,0.10802807
1546.512,0.33245087
1546.514,0.44836453
1546.516,0.12335244
1546.518,0.5487001
1546.52,0.2805987
1546.522,0.18263292
1546.524,0.21273226
1546.526,0.26945296
1546.528,0.19918755
1546.53,0.35528937
1546.532,0.41646588
1546.534,0.31671506
1546.536,0.31351608
1546.538,0.49084976
1546.54,0.25050837
1546.542,0.4113844
1546.544,0.5464608
1546.546,0.21075718
1546.548,0.40995038
1546.55,0.5739859
1546.552,0.36489764
1546.554,0.5884489
1546.556,0.25502303
1546.558,0.38214695
1546.56,0.25551787
1546.562,0.10185971
1546.564,0.59865403
1546.566,0.22003004
1546.568,0.586551
1546.57,0.4265164
1546.572,0.5519668
1546.574,0.58360136
1546.576,0.3839146
1546.578,0.59984565
1546.58,0.48366496
1546.582,0.36190727
1546.584,0.42747164
1546.586,0.19713567
1546.588,0.10551631
1546.59,0.22839467
1546.592,0.31748542
1546.594,0.21402629
1546.596,0.35701793
1546.598,0.42897207
1546.6,0.42789692
1546.602,0.5468822
1546.604,0.58315957
1546.606,0.5453475
1546.608,0.41008747
1546.61,0.20288208
1546.612,0.5717256
1546.614,0.1874302
1546.616,0.17571369
1546.618,0.25878465
1546.62,0.3868028
1546.622,0.44073632
1546.624,0.10664634
1546.626,0.48901114
1546.628,0.18750978
1546.63,0.24824242
1546.632,0.26104337
1546.634,0.266223
1546.636,0.4801838
1546.638,0.12047218
1546.64,0.1982589
1546.642,0.111159615
1546.644,0.48914972
1546.646,0.5918612
1546.648,0.42977357
1546.65,0.3950696
1546.652,0.5540331
1546.654,0.227477
1546.656,0.13323115
1546.658,0.35498494
1546.66,0.23017435
1546.662,0.3255408
1546.664,0.3281499
1546.666,0.25941592
1546.668,0.3431623
1546.67,0.29007593
1546.672,0.15652966
1546.674,0.53336287
1546.676,0.45063686
1546.678,0.120654434
1546.68,0.15789321
1546.682,0.14825724
1546.684,0.13087177
1546.686,0.12952839
1546.688,0.17855616
1546.69,0.5239347
1546.692,0.51411664
1546.694,0.49157324
1546.696,0.40735325
1546.698,0.46174678
1546.7,0.4692406
1546.702,0.54465646
1546.704,0.4661715
1546.706,0.46822965
1546.708,0.50204057
1546.71,0.37817743
1546.712,0.20651439
1546.714,0.14227124
1546.716,0.3095218
1546.718,0.14584284
1546.72,0.18465202
1546.722,0.11192001
1546.724,0.25010315
1546.726,0.5849989
1546.728,0.28946564
1546.73,0.2204463
1546.732,0.30172473
1546.734,0.25066927
1546.736,0.4369384
1546.738,0.41723338
1546.74,0.11367145
1546.742,0.35566157
1546.744,0.118099846
1546.746,0.43868163
1546.748,0.5679042
1546.75,0.55374396
1546.752,0.20285605
1546.754,0.47132257
1546.756,0.49653298
1546.758,0.53218377
1546.76,0.22979933
1546.762,0.32541743
1546.764,0.21075222
1546.766,0.11215473
1546.768,0.4295063
1546.77,0.31573182
1546.772,0.22405843
1546.774,0.523552
1546.776,0.3478403
1546.778,0.59732884
1546.78,0.49667892
1546.782,0.5346056
1546.784,0.4866661
1546.786,0.15296245
1546.788,0.1325145
1546.79,0.5575394
1546.792,0.1690986
1546.794,0.29561308
1546.796,0.4049555
1546.798,0.20594917
1546.8,0.21264252
1546.802,0.33312067
1546.804,0.28044754
1546.806,0.43828782
1546.808,0.13753809
1546.81,0.34437934
1546.812,0.18712996
1546.814,0.4033625
1546.816,0.15810664
1546.818,0.19881593
1546.82,0.5019445
1546.822,0.21758349
1546.824,0.46853268
1546.826,0.23653135
1546.828,0.21751375
1546.83,0.24957739
1546.832,0.540466
1546.834,0.29858282
1546.836,0.22188027
1546.838,0.36831975
1546.84,0.2928207
1546.842,0.49509877
1546.844,0.59522283
1546.846,0.3632872
1546.848,0.32587445
1546.85,0.2715177
1546.852,0.5866694
1546.854,0.34164163
1546.856,0.18899843
1546.858,0.58460796
1546.86,0.58044106
1546.862,0.31786254
1546.864,0.274093
1546.866,0.44021872
1546.868,0.51446205
1546.87,0.34926605
1546.872,0.2654065
1546.874,0.25069702
1546.876,0.26329938
1546.878,0.15901648
1546.88,0.4893102
1546.882,0.15247993
1546.884,0.29915726
1546.886,0.5174717
1546.888,0.30205294
1546.89,0.2473809
1546.892,0.57412684
1546.894,0.16327187
1546.896,0.54242694
1546.898,0.1310384
1546.9,0.3067647
1546.902,0.41586053
1546.904,0.2850192
1546.906,0.36730322
1546.908,0.20200083
1546.91,0.38451725
1546.912,0.16727936
1546.914,0.49804816
1546.916,0.39189497
1546.918,0.34096605
1546.92,0.1273334
1546.922,0.34988716
1546.924,0.3817847
1546.926,0.23283376
1546.928,0.43879518
1546.93,0.13838257
1546.932,0.20434454
1546.934,0.46877426
1546.936,0.1736111
1546.938,0.22277442
1546.94,0.42542768
1546.942,0.46442086
1546.944,0.12574463
1546.946,0.1632947
1546.948,0.323059
1546.95,0.39639747
1546.952,0.32689062
1546.954,0.423535
1546.956,0.47799644
1546.958,0.57477194
1546.96,0.27494034
1546.962,0.18155238
1546.964,0.232042
1546.966,0.17408222
1546.968,0.2971228
1546.97,0.5362836
1546.972,0.27352995
1546.974,0.17441136
1546.976,0.36131644
1546.978,0.5959719
1546.98,0.1940906
1546.982,0.48893747
1546.984,0.5116795
1546.986,0.30066916
1546.988,0.40977573
1546.99,0.31618673
1546.992,0.23116347
1546.994,0.3130594
1546.996,0.14764507
1546.998,0.45347807
1547.0,0.5145965
1547.002,0.25369996
1547.004,0.3832384
1547.006,0.21607427
1547.008,0.16373022
1547.01,0.43180928
1547.012,0.1670538
1547.014,0.49098954
1547.016,0.23587728
1547.018,0.5092567
1547.02,0.2842523
1547.022,0.2844213
1547.024,0.4752864
1547.026,0.35513288
1547.028,0.20048872
1547.03,0.5252043
1547.032,0.2700766
1547.034,0.15138838
1547.036,0.30800053
1547.038,0.3869809
1547.04,0.40494266
1547.042,0.5178039
1547.044,0.3707034
1547.046,0.21185525
1547.048,0.23083317
1547.05,0.1504203
1547.052,0.46796215
1547.054,0.15297078
1547.056,0.40290633
1547.058,0.3984737
1547.06,0.49275178
1547.062,0.13731486
1547.064,0.20145567
1547.066,0.5547812
1547.068,0.3861184
1547.07,0.3288451
1547.072,0.47383812
1547.074,0.55126524
1547.076,0.23150481
1547.078,0.5507378
1547.08,0.15434732
1547.082,0.5888415
1547.084,0.18242592
1547.086,0.23311819
1547.088,0.14829697
1547.09,0.50183827
1547.092,0.59211606
1547.094,0.24848825
1547.096,0.26280597
1547.098,0.23948996
1547.1,0.17741404
1547.102,0.4937221
1547.104,0.13035992
1547.106,0.58388704
1547.108,0.56365776
1547.11,0.15921955
1547.112,0.36476192
1547.114,0.59642565
1547.116,0.5263096
1547.118,0.45756686
1547.12,0.11123047
1547.122,0.13418873
1547.124,0.49700856
1547.126,0.28822243
1547.128,0.43421593
1547.13,0.4695908
1547.132,0.31109208
1547.134,0.17169088
1547.136,0.29334724
1547.138,0.53552425
1547.14,0.2655429
1547.142,0.13132472
1547.144,0.5795657
1547.146,0.44033846
1547.148,0.37042838
1547.15,0.51455367
1547.152,0.30558035
1547.154,0.5925579
1547.156,0.52878654
1547.158,0.24027237
1547.16,0.28552398
1547.162,0.23787148
1547.164,0.42967042
1547.166,0.41966596
1547.168,0.36125293
1547.17,0.5829202
1547.172,0.33613765
1547.174,0.4918612
1547.176,0.42904755
1547.178,0.35909247
1547.18,0.12104756
1547.182,0.4287475
1547.184,0.42129755
1547.186,0.16243699
1547.188,0.4979575
1547.19,0.33349705
1547.192,0.262073
1547.194,0.5119797
1547.196,0.27168548
1547.198,0.4109254
1547.2,0.4089574
1547.202,0.12640299
1547.204,0.3114168
1547.206,0.21138938
1547.208,0.19978534
1547.21,0.42748094
1547.212,0.105705
1547.214,0.5845395
1547.216,0.29769552
1547.218,0.24940176
1547.22,0.5599872
1547.222,0.34333608
1547.224,0.40716264
1547.226,0.4479254
1547.228,0.5357056
1547.23,0.16487099
1547.232,0.14082658
1547.234,0.5968554
1547.236,0.1044419
1547.238,0.4540974
1547.24,0.4055327
1547.242,0.3762755
1547.244,0.492914
1547.246,0.59623647
1547.248,0.12344291
1547.25,0.40726525
1547.252,0.45838884
1547.254,0.25296965
1547.256,0.5464307
1547.258,0.32849643
1547.26,0.18223923
1547.262,0.5272039
1547.264,0.5714628
1547.266,0.14975746
1547.268,0.47584042
1547.27,0.2075071
1547.272,0.10336111
1547.274,0.23030691
1547.276,0.5274549
1547.278,0.17059194
1547.28,0.16533445
1547.282,0.46952385
1547.284,0.30317983
1547.286,0.17424303
1547.288,0.21500018
1547.29,0.49730095
1547.292,0.4116344
1547.294,0.4804644
1547.296,0.14888662
1547.298,0.32905215
1547.3,0.49855313
1547.302,0.23289637
1547.304,0.18459448
1547.306,0.29089195
1547.308,0.26669
1547.31,0.19273639
1547.312,0.5769725
1547.314,0.3415492
1547.316,0.4040382
1547.318,0.16055346
1547.32,0.40501755
1547.322,0.37766135
1547.324,0.56596464
1547.326,0.3061584
1547.328,0.49103105
1547.33,0.25209048
1547.332,0.3894702
1547.334,0.5634852
1547.336,0.41253567
1547.338,0.45557934
1547.34,0.53799224
1547.342,0.5627122
1547.344,0.20413744
1547.346,0.19791901
1547.348,0.37523806
1547.35,0.5977582
1547.352,0.34507617
1547.354,0.26545247
1547.356,0.36863065
1547.358,0.13219789
1547.36,0.18860339
1547.362,0.1744602
1547.364,0.11395777
1547.366,0.46110615
1547.368,0.26273727
1547.37,0.18426816
1547.372,0.3561219
1547.374,0.2617222
1547.376,0.29650888
1547.378,0.25776592
1547.38,0.10199176
1547.382,0.44416443
1547.384,0.15534525
1547.386,0.2095712
1547.388,0.19515853
1547.39,0.26568365
1547.392,0.18009885
1547.394,0.27347606
1547.396,0.22163217
1547.398,0.13060756
1547.4,0.5352815
1547.402,0.25279054
1547.404,0.14764108
1547.406,0.3607632
1547.408,0.16163775
1547.41,0.4865466
1547.412,0.13078897
1547.414,0.33231798
1547.416,0.5719132
1547.418,0.17948453
1547.42,0.20068434
1547.422,0.40023246
1547.424,0.589927
1547.426,0.29291788
1547.428,0.42432255
1547.43,0.17615853
1547.432,0.42069855
1547.434,0.22633103
1547.436,0.4066438
1547.438,0.1443306
1547.44,0.3624845
1547.442,0.2187025
1547.444,0.44085434
1547.446,0.4738349
1547.448,0.5240713
1547.45,0.59619766
1547.452,0.3296774
1547.454,0.43529722
1547.456,0.109211855
1547.458,0.5525435
1547.46,0.40787157
1547.462,0.3106725
1547.464,0.31715637
1547.466,0.47899783
1547.468,0.516735
1547.47,0.50395185
1547.472,0.35529232
1547.474,0.28557333
